PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-10-09,15:22:20.46,1,1,"Burke, Clayton",1000266653,Right,MIA_RED,"Roa Calcano, Christopher",1000375139,Left,MIA_RED,Undefined,1,Top,0,0,0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.85383,-2.934274,-3.411929,2490.760243,227.678524,1:30,5.06968,1.19876,5.867,-17.15603,16.95028,17.3621,0.90714,-0.52749,82.8291,-6.186089,-0.30239,0.420329,73.14928,-25.854974,126.734057,,,,,2.35398,2.35398,66.368526,0.021082,-9.91638,9.86835,-0.93263,50,4.82166,7.10989,-131.61612,-7.28066,-17.34067,28.74078,-14.91738,MIA_RED,MIA_RED,McKieFieldStad,TeamExclusive,Team,20251009-McKieFieldStad-Private-1,47176f50-a545-11f0-8767-37a0e00d5193,89.67376,0.98763,,8.02474,,,,2.16255,0.98763,0.52327,e3c7f913-4cf5-4f85-a000-20dd86a5ad6d,2025-10-09,19:22:20.46,2025-10-09T15:22:20.4624896-04:00,2025-10-09T19:22:20.4624896Z,GroundBall,v3,471355,471355,,"Raether, Carson",1000338521,Right,MIA_RED,53adfa98-af67-4e25-9481-b58ff04dc8aa,54.63195,-132.62373,14.37039,5.06775,-6.75768,-7.45869,-1.19256,7.71783,-8.67033,,2.1628,-57.81968,,,,,,,,0.98784,-46.84755,,,,,,,,0.52293,77.4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
2,2025-10-09,15:22:52.98,1,2,"Burke, Clayton",1000266653,Right,MIA_RED,"Roa Calcano, Christopher",1000375139,Left,MIA_RED,Undefined,1,Top,0,0,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Out,2,0,,91.54401,-2.212076,-3.261657,2457.477625,223.129083,1:30,4.97945,1.24802,5.6724,-17.67544,16.2256,14.11705,1.43981,-0.61968,83.17725,-5.553431,-0.742665,0.419062,81.29102,17.82959,0.104532,2355.168353,109.85904,26.95234,-5.56559,244.71818,237.69121,-7.138793,3.067135,-8.17445,9.24497,-0.98186,50,4.7816,6.93589,-132.61505,-5.69786,-14.47031,29.94411,-15.80868,MIA_RED,MIA_RED,McKieFieldStad,TeamExclusive,Team,20251009-McKieFieldStad-Private-1,5a824a60-a545-11f0-8767-37a0e00d5193,89.94487,28.51416,,8.36675,,,,1.47708,1.45354,0.60863,e3c7f913-4cf5-4f85-a000-20dd86a5ad6d,2025-10-09,19:22:52.98,2025-10-09T15:22:52.9879040-04:00,2025-10-09T19:22:52.9879040Z,LineDrive,v3,471355,471355,,"Raether, Carson",1000338521,Right,MIA_RED,7a9892f5-d97d-4024-a2d6-5d98dad2a5fe,54.82568,-133.70024,14.97206,4.97771,-5.12495,-7.90434,-1.24272,7.4603,-7.23516,145.957041,1.47712,113.49842,-19.12227,3.98425,-0.62212,0.01871,0.02484,-0.00691,0.00065,1.45356,36.50532,-12.16337,-0.19289,-0.04,0.14053,-0.06777,0.0153,-0.00136,0.60854,0.20999,-6.86498,2.02507,-0.40804,0.02759,0.01162,-0.00359,0.00033,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
3,2025-10-09,15:23:40.78,2,1,"Burke, Clayton",1000266653,Right,MIA_RED,"Vrlak, Jake",1000131822,Right,MIA_RED,Undefined,1,Top,2,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.01837,0.198941,-1.222662,2453.569621,203.20932,12:45,4.73452,1.37761,5.39652,-31.86718,8.29729,3.03445,2.2654,0.48453,77.14068,-5.661273,-0.682965,0.456134,,,,,,,,,,,,-1.84559,4.50173,-1.27073,50,4.73005,2.47452,-121.99176,-0.69159,-2.79245,23.09242,-25.36278,MIA_RED,MIA_RED,McKieFieldStad,TeamExclusive,Team,20251009-McKieFieldStad-Private-1,76f50160-a545-11f0-8767-37a0e00d5193,82.63458,,,6.87769,,,,,,,e3c7f913-4cf5-4f85-a000-20dd86a5ad6d,2025-10-09,19:23:40.78,2025-10-09T15:23:40.7857664-04:00,2025-10-09T19:23:40.7857664Z,,v3,471355,471355,,"Raether, Carson",1000338521,Right,MIA_RED,73442d10-0961-4b49-9e4a-93959784771f,55.10024,-122.95342,11.54621,4.73685,0.36462,-12.68139,-1.3762,2.59081,-1.39623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-10-09,15:23:59.56,2,2,"Burke, Clayton",1000266653,Right,MIA_RED,"Vrlak, Jake",1000131822,Right,MIA_RED,Undefined,1,Top,2,0,1,Slider,Slider,InPlay,Undefined,LineDrive,Double,0,0,,81.4015,1.45051,-1.060154,2471.726425,119.616575,10:00,4.80301,1.25807,5.70793,-38.12569,4.0126,-4.92882,2.9778,-0.1405,75.037,-5.564506,-1.941542,0.467207,82.59162,20.169491,4.0912,1708.718852,108.87759,29.53917,15.67321,244.19804,244.19804,12.640473,2.921668,2.24677,2.01819,-1.16612,50,4.90063,2.37973,-118.29931,1.73983,3.2067,21.05873,-29.29364,MIA_RED,MIA_RED,McKieFieldStad,TeamExclusive,Team,20251009-McKieFieldStad-Private-1,821efa00-a545-11f0-8767-37a0e00d5193,80.67603,30.4536,,6.36451,,,,0.72771,2.94877,0.15234,e3c7f913-4cf5-4f85-a000-20dd86a5ad6d,2025-10-09,19:23:59.56,2025-10-09T15:23:59.5665408-04:00,2025-10-09T19:23:59.5665408Z,LineDrive,v3,471355,471355,,"Raether, Carson",1000338521,Right,MIA_RED,7e8aaa69-c3c5-41b1-9134-345ea7076922,54.79138,-119.14918,10.52937,4.80656,2.92203,-14.64682,-1.25955,2.25032,1.60335,237.875364,0.72758,113.42111,-17.65264,3.76625,-0.83648,0.1934,-0.04349,0.00617,-0.00027,2.94883,41.76461,-16.95627,0.83904,0.01503,-0.02649,0.00298,0.0023,-0.0005,0.15235,8.11167,7.67326,-2.86084,0.84156,-0.19951,0.03843,-0.00471,0.00023,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
5,2025-10-09,15:24:43.95,3,1,"Burke, Clayton",1000266653,Right,MIA_RED,"Harrison, Tommy",811731,Left,MIA_RED,Undefined,1,Top,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.62778,-2.91819,-3.736148,2425.354587,229.777648,1:45,5.07009,1.45059,5.79561,-16.73355,16.17312,17.82655,0.95316,-0.54396,84.441,-6.08478,-0.549295,0.41287,,,,,,,,,,,,-10.1541,9.40567,-1.15384,50,4.81957,7.96645,-134.12135,-7.37722,-18.45731,29.5739,-15.07718,MIA_RED,MIA_RED,McKieFieldStad,TeamExclusive,Team,20251009-McKieFieldStad-Private-1,9c8d0760-a545-11f0-8767-37a0e00d5193,91.2937,,,8.18678,,,,,,,e3c7f913-4cf5-4f85-a000-20dd86a5ad6d,2025-10-09,19:24:43.95,2025-10-09T15:24:43.9500288-04:00,2025-10-09T19:24:43.9500288Z,,v3,471355,471355,,"Raether, Carson",1000338521,Right,MIA_RED,04190d13-0bee-4a55-918d-6e578f3f44b0,54.70261,-135.1543,14.78695,5.06804,-6.85061,-7.53859,-1.44335,8.61113,-9.22866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-10-09,15:25:17.04,3,2,"Burke, Clayton",1000266653,Right,MIA_RED,"Harrison, Tommy",811731,Left,MIA_RED,Undefined,1,Top,2,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.9823,-1.19845,-1.825835,2594.541681,219.993986,1:15,4.97386,1.26292,6.0454,-14.65528,18.65773,14.63505,2.64235,0.7916,82.76246,-4.043135,0.807442,0.415411,,,,,,,,,,,,-8.07552,10.31571,-1.12828,50,4.87259,3.60815,-133.3879,-3.17854,-14.32144,32.88469,-13.87978,MIA_RED,MIA_RED,McKieFieldStad,TeamExclusive,Team,20251009-McKieFieldStad-Private-1,b0469eb0-a545-11f0-8767-37a0e00d5193,90.73526,,,9.21984,,,,,,,e3c7f913-4cf5-4f85-a000-20dd86a5ad6d,2025-10-09,19:25:17.04,2025-10-09T15:25:17.0442752-04:00,2025-10-09T19:25:17.0442752Z,,v3,471355,471355,,"Raether, Carson",1000338521,Right,MIA_RED,6af6e5e3-d576-4255-b25a-e80db47f12c8,54.44963,-134.48041,16.44235,4.97053,-2.71742,-6.93989,-1.25605,4.08395,-7.16072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2025-10-09,15:25:36.79,3,3,"Burke, Clayton",1000266653,Right,MIA_RED,"Harrison, Tommy",811731,Left,MIA_RED,Undefined,1,Top,2,1,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.42375,-1.639256,-3.0055,2498.242331,226.560859,1:30,4.967,1.23743,5.64692,-17.34343,15.41147,15.03513,1.99019,-0.31557,84.30046,-4.93023,-0.322945,0.411917,59.51428,-45.182052,115.077904,,,,,3.13824,3.13824,45.174759,0.034324,-8.63154,8.68662,-0.99238,50,4.8171,6.42569,-135.32562,-4.44627,-15.79923,33.09479,-16.27401,MIA_RED,MIA_RED,McKieFieldStad,TeamExclusive,Team,20251009-McKieFieldStad-Private-1,bc2b34c0-a545-11f0-8767-37a0e00d5193,91.50498,2.13454,,9.12329,,,,3.11129,2.13454,0.30476,e3c7f913-4cf5-4f85-a000-20dd86a5ad6d,2025-10-09,19:25:36.79,2025-10-09T15:25:36.7920640-04:00,2025-10-09T19:25:36.7920640Z,GroundBall,v3,471355,471355,,"Raether, Carson",1000338521,Right,MIA_RED,c27aeac4-2bdd-4a46-8650-aa32bae0bb6d,54.85074,-136.50675,16.5474,4.96542,-3.86546,-8.137,-1.23177,6.98955,-7.89962,,3.11192,-26.19122,,,,,,,,2.13603,-62.18752,,,,,,,,0.30342,55.96844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
8,2025-10-09,15:26:04.31,3,4,"Burke, Clayton",1000266653,Right,MIA_RED,"Harrison, Tommy",811731,Left,MIA_RED,Undefined,1,Top,2,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.2905,2.048134,-1.276696,1971.94701,257.816574,2:30,4.64967,1.54027,5.60836,-39.08258,4.14197,13.80497,3.30584,1.4988,74.36586,-5.120144,1.186992,0.473191,,,,,,,,,,,,-7.29741,1.9813,-1.44024,50,4.79939,2.06211,-116.70909,2.87688,-10.2094,19.01408,-29.40213,MIA_RED,MIA_RED,McKieFieldStad,TeamExclusive,Team,20251009-McKieFieldStad-Private-1,cc776ab0-a545-11f0-8767-37a0e00d5193,79.65586,,,5.92464,,,,,,,e3c7f913-4cf5-4f85-a000-20dd86a5ad6d,2025-10-09,19:26:04.31,2025-10-09T15:26:04.3132416-04:00,2025-10-09T19:26:04.3132416Z,,v3,471355,471355,,"Raether, Carson",1000338521,Right,MIA_RED,e917e5c1-0913-439b-a177-ba9c81449318,54.89164,-117.50332,9.50704,4.65357,4.10504,-14.70106,-1.53529,2.48857,-5.1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-10-09,15:26:27.01,3,5,"Burke, Clayton",1000266653,Right,MIA_RED,"Harrison, Tommy",811731,Left,MIA_RED,Undefined,1,Top,2,2,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.48497,-1.6649,-2.359975,2389.628028,226.733555,1:30,5.10908,1.21077,5.85408,-15.06355,17.04241,16.99174,2.30513,0.43279,85.17279,-4.539407,0.685576,0.407816,70.06001,57.797717,-74.775478,5058.855636,,,,,77.78871,,,-9.40375,9.51662,-1.02927,50,4.9651,4.84402,-135.6712,-4.40469,-17.47884,30.44906,-14.48542,MIA_RED,MIA_RED,McKieFieldStad,TeamExclusive,Team,20251009-McKieFieldStad-Private-1,d9f9f950-a545-11f0-8767-37a0e00d5193,92.42513,96.87785,,8.31218,,,,,,,e3c7f913-4cf5-4f85-a000-20dd86a5ad6d,2025-10-09,19:26:27.01,2025-10-09T15:26:27.0181888-04:00,2025-10-09T19:26:27.0181888Z,,v3,471355,471355,,"Raether, Carson",1000338521,Right,MIA_RED,e2a6fc0d-1103-4e7f-bb26-eacae847494c,54.6447,-136.70964,15.22453,5.1069,-3.91068,-7.24271,-1.20464,5.44012,-8.73942,,3.9569,14.3844,-10.06268,3.61201,-1.74681,1.38787,-0.8325,0.26885,-0.03541,15.02757,86.94752,-24.76021,2.5437,-0.34913,-0.08643,0.10191,-0.03992,0.00601,-7.4576,-52.83711,5.82605,-1.02265,0.13306,0.00051,-0.01519,0.00809,-0.00142,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Undefined,,,
10,2025-10-09,15:26:56.78,3,6,"Burke, Clayton",1000266653,Right,MIA_RED,"Harrison, Tommy",811731,Left,MIA_RED,Undefined,1,Top,2,2,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,92.52659,-1.919994,-2.749758,2409.425103,219.031554,1:15,5.10648,1.13364,5.92197,-15.04733,17.4319,13.32863,2.06818,-0.30921,84.91853,-4.781797,-0.359099,0.41018,93.34635,-0.369651,20.716511,2111.922346,,,,37.19216,35.88711,21.069973,0.270642,-7.59626,9.76528,-0.92126,50,4.94414,5.88206,-134.32541,-4.95979,-13.95062,27.68901,-14.24001,MIA_RED,MIA_RED,McKieFieldStad,TeamExclusive,Team,20251009-McKieFieldStad-Private-1,ebbaa6d0-a545-11f0-8767-37a0e00d5193,91.89248,2.07659,,7.60805,,,,1.41767,2.07659,0.2664,e3c7f913-4cf5-4f85-a000-20dd86a5ad6d,2025-10-09,19:26:56.78,2025-10-09T15:26:56.7806464-04:00,2025-10-09T19:26:56.7806464Z,GroundBall,v3,471355,471355,,"Raether, Carson",1000338521,Right,MIA_RED,49bf57aa-895c-42dc-a504-5121e41a64b2,54.57734,-135.26566,13.8445,5.10435,-4.47624,-7.12,-1.12904,6.35579,-6.97531,323.494494,1.41939,127.96842,-18.41906,,,,,,,2.07981,-1.0417,-24.58824,,,,,,,0.26551,48.47358,-0.1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
