"Pitcher","TaggedPitchType","PitchNo","Date","Time","PAofInning","PitchofPA","PitcherId","PitcherThrows","PitcherTeam","Batter","BatterId","BatterSide","BatterTeam","PitcherSet","Inning","Top/Bottom","Outs","Balls","Strikes","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","Notes","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","GameID","PitchUID","EffectiveVelo","MaxHeight","MeasuredDuration","SpeedDrop","PitchLastMeasuredX","PitchLastMeasuredY","PitchLastMeasuredZ","ContactPositionX","ContactPositionY","ContactPositionZ","GameUID","UTCDate","UTCTime","LocalDateTime","UTCDateTime","AutoHitType","System","HomeTeamForeignID","AwayTeamForeignID","GameForeignID","Catcher","CatcherId","CatcherThrows","CatcherTeam","PlayID","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence","Counts","Barrel","HardHit","secTilt","AveTilt"
"Nick DeMonica","Fastball",214,2024-10-12,13:14:45,2,4,1000121586,"Left","MIA_RED","Rasmussen, Jamie","10272616","Right","MIA_RED","Undefined",8,"Top",1,1,2,"Four-Seam","InPlay","Undefined","LineDrive","Out",1,0,NA,87.37484,-1.927666,2.33617,2563.236949,151.775982,11:00:00,5.69785,-2.16657,5.80146,-22.56163,14.80859,-7.20532,2.02274,-0.59307,78.72834,-6.184929,1.045847,0.439981,93.25442,7.903016,29.213454,4124.330153,NA,NA,NA,NA,32.07246,NA,NA,4.44508,8.58481,1.97903,50,5.52621,-4.85845,-126.54642,-4.96383,7.08494,29.93926,-18.49091,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241012-McKieFieldStad-Private-1","7aa6c140-88bd-11ef-9d91-393a1027a5db",85.66824,5.27056,NA,8.6465,NA,NA,NA,1.33175,2.02991,0.63168,"effb23b4-eaa2-443c-8dba-c573d4b8f28c",2024-10-12,17:14:45,2024-10-12 17:14:45.387232,2024-10-12 17:14:45.387232,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","f697ab2d-aa7d-4cc7-902a-036870218305",54.69367,-127.65205,14.96963,5.69691,-4.28097,-9.24546,2.16328,-5.12009,3.54247,NA,1.335,118.05921,-21.43376,NA,NA,NA,NA,NA,NA,2.03209,18.68264,-21.07726,NA,NA,NA,NA,NA,NA,0.6333,66.02866,-11.17466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low",NA,NA,NA,"1-2",FALSE,FALSE,39069.4736842105,NA
"Nick DeMonica","Fastball",187,2024-10-12,12:54:32,2,5,1000121586,"Left","MIA_RED","Boyer, Quinn","1000152647","Right","MIA_RED","Undefined",7,"Top",1,1,2,"Four-Seam","StrikeCalled","Strikeout","Undefined","Strikeout",0,0,NA,88.09203,-2.525173,3.83363,2612.982162,131.234362,10:15:00,5.67996,-2.27103,5.77543,-22.60954,14.24127,-14.69418,1.43938,0.07696,79.48191,-6.77841,1.20784,0.436913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71343,8.45981,1.96305,50,5.4575,-7.9072,-127.39215,-6.34735,14.1063,29.80162,-18.47839,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241012-McKieFieldStad-Private-1","a78bdb30-88ba-11ef-9d91-393a1027a5db",86.26989,NA,NA,8.61013,NA,NA,NA,NA,NA,NA,"effb23b4-eaa2-443c-8dba-c573d4b8f28c",2024-10-12,16:54:32,2024-10-12 16:54:32.129094,2024-10-12 16:54:32.129094,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","825c8bed-2937-41fe-8737-306f5e45511b",54.7204,-128.49167,14.90081,5.67911,-5.66559,-9.23919,2.26439,-8.42765,7.05315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"1-2",FALSE,NA,39069.4736842105,NA
"Nick DeMonica","Curveball",98,2024-09-20,15:58:27,2,7,1000121586,"Left","MIA_RED","Raether, Carson","1000338521","Left","MIA_RED","Undefined",3,"Bottom",1,2,2,"Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,NA,77.96723,0.528785,3.619228,2840.556546,313.505511,04:30:00,5.39722,-2.28295,5.11445,-61.29259,-13.23843,15.63245,0.78865,2.43372,71.45867,-10.471639,6.380311,0.498927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.69552,-6.43382,1.92903,50,5.39869,-7.75858,-112.90162,-1.13554,-8.51124,23.46134,-40.35261,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240920-McKieFieldStad-Private-1","b3c97010-778a-11ef-974c-1fff098cee3e",75.54701,NA,NA,6.50856,NA,NA,NA,NA,NA,NA,"373d7942-ba83-467c-9c29-7ab426023032",2024-09-20,19:58:27,2024-09-20 19:58:27.074404,2024-09-20 19:58:27.074404,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","f347b530-4c70-4185-80e6-1b720ccf5072",55.38743,-114.01565,11.73067,5.40712,0.78055,-20.17631,2.28784,-7.35444,-4.25562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"2-2",FALSE,NA,15183.8709677419,NA
"Nick DeMonica","Curveball",281,2024-09-26,17:28:37,2,1,1000121586,"Left","MIA_RED","Krupinski, Dom","702597","Left","MIA_RED","Undefined",10,"Top",1,0,0,"Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,NA,76.39357,4.43271,-0.702629,2469.936683,308.330889,04:15:00,5.41841,-2.22941,5.24452,-55.88826,-7.30906,10.89083,4.93539,-1.98218,70.65478,-5.682457,1.226117,0.501645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.6,-4.28634,2.2855,50,5.78417,0.934,-110.80717,6.66268,-7.0638,17.09998,-37.58077,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240926-McKieFieldStad-Private-1","4b5e76b0-7c4e-11ef-8ed0-3307dd70d947",75.13764,NA,NA,5.73879,NA,NA,NA,NA,NA,NA,"58732256-dd8d-4be3-93a8-a01e75f36185",2024-09-26,21:28:37,2024-09-26 21:28:37.964329,2024-09-26 21:28:37.964329,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","9bd1854e-bd25-4263-a1d9-c56d6822b9ee",55.25772,-111.6156,8.54999,5.42718,8.43938,-18.79039,2.23345,1.26795,-3.5319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-0",FALSE,NA,15183.8709677419,NA
"Nick DeMonica","Curveball",86,2024-10-16,16:21:09,3,3,1000121586,"Left","MIA_RED","Novak, Ryan","10035937","Left","MIA_RED","Undefined",4,"Top",2,1,1,"Curveball","HitByPitch","Undefined","Undefined","HitByPitch",0,0,NA,76.61765,3.628117,-0.572127,2733.196542,312.750122,04:30:00,5.57324,-2.42204,5.14905,-62.57232,-12.31658,15.41398,3.77924,-1.67618,68.57066,-7.755586,2.156846,0.510228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.92473,-6.99335,2.46278,50,5.86415,0.49291,-110.79478,4.83807,-9.59037,24.66813,-40.63726,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241016-McKieFieldStad-Private-1","2eae5090-8bfc-11ef-a3ea-2f348c5e2a0f",73.8737,NA,NA,8.04699,NA,NA,NA,NA,NA,NA,"591cbe37-8c65-40e2-81c3-b81ee577d06d",2024-10-16,20:21:09,2024-10-16 20:21:09.529,2024-10-16 20:21:09.529,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","6356a3a4-0942-4d4b-b2ba-4bd4b81833f1",55.35068,-111.97975,12.33407,5.58486,6.79015,-20.31863,2.42804,0.9536,-4.79518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"1-1",FALSE,NA,15183.8709677419,NA
"Nick DeMonica","Curveball",95,2024-09-20,15:57:14,2,4,1000121586,"Left","MIA_RED","Raether, Carson","1000338521","Left","MIA_RED","Undefined",3,"Bottom",1,0,2,"Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,NA,76.90693,-1.217713,3.678946,2843.005649,305.044837,04:15:00,5.35654,-2.28859,4.93162,-59.08566,-9.50823,15.82328,-0.72083,2.51223,71.05091,-11.732768,6.467758,0.506773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.85859,-4.13004,1.91605,50,5.18787,-7.76845,-111.34457,-4.44971,-8.51242,22.11113,-37.29996,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240920-McKieFieldStad-Private-1","88a372a0-778a-11ef-974c-1fff098cee3e",74.37735,NA,NA,5.85602,NA,NA,NA,NA,NA,NA,"373d7942-ba83-467c-9c29-7ab426023032",2024-09-20,19:57:14,2024-09-20 19:57:14.538289,2024-09-20 19:57:14.538289,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","44b9279f-6a31-4c65-afbf-a1c61a3de854",55.5708,-112.4454,11.05556,5.36318,-2.59269,-18.64998,2.29226,-7.34466,-4.25621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-2",FALSE,NA,15183.8709677419,NA
"Nick DeMonica","Curveball",291,2024-09-26,17:32:26,4,4,1000121586,"Left","MIA_RED","Novak, David","1000076952","Right","MIA_RED","Undefined",10,"Top",1,1,2,"Slider","BallCalled","Undefined","Undefined","Undefined",0,0,NA,77.58187,3.267227,-0.235706,2541.467921,287.77734,03:30:00,5.51641,-2.28826,5.34521,-51.00113,-4.06945,16.69548,4.33435,-1.11807,71.75382,-5.998827,2.728852,0.493065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.4365,-2.45012,2.29708,50,5.77409,-0.18747,-112.66767,4.68592,-10.96627,18.31289,-35.35887,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240926-McKieFieldStad-Private-1","d3f55a20-7c4e-11ef-8ed0-3307dd70d947",76.44513,NA,NA,5.82805,NA,NA,NA,NA,NA,NA,"58732256-dd8d-4be3-93a8-a01e75f36185",2024-09-26,21:32:26,2024-09-26 21:32:26.792284,2024-09-26 21:32:26.792284,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","bed466c6-383d-4fca-b253-2b25e1904d9b",55.1566,-113.50272,9.15645,5.52365,6.29825,-17.67944,2.29423,0.31259,-5.48314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"1-2",FALSE,NA,15183.8709677419,NA
"Nick DeMonica","Curveball",286,2024-09-26,17:30:26,3,2,1000121586,"Left","MIA_RED","Zarlingo, Anthony","1000113533","Right","MIA_RED","Undefined",10,"Top",1,0,1,"Curveball","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,76.42778,2.777244,0.006519,2635.946926,305.610059,04:15:00,5.43247,-2.28072,5.44439,-58.96976,-10.20512,16.37639,3.12062,-0.90991,70.0723,-7.949155,2.923479,0.502602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.22937,-5.46067,2.26852,50,5.63716,-0.64263,-110.93555,3.38855,-10.22108,20.46353,-38.95636,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240926-McKieFieldStad-Private-1","8c225bd0-7c4e-11ef-8ed0-3307dd70d947",74.99466,NA,NA,6.35548,NA,NA,NA,NA,NA,NA,"58732256-dd8d-4be3-93a8-a01e75f36185",2024-09-26,21:30:26,2024-09-26 21:30:26.575708,2024-09-26 21:30:26.575708,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","87f872a4-f011-42d4-8488-c8ba04c275b7",55.05739,-111.86456,10.23177,5.44318,5.15711,-19.47818,2.28717,-0.17861,-5.11054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-1",FALSE,NA,15183.8709677419,NA
"Nick DeMonica","Curveball",238,2024-10-05,15:27:04,1,5,1000121586,"Left","MIA_RED","English, Noah","1000224444","Right","BAL_UNI","Undefined",9,"Top",0,1,2,"Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,NA,76.72576,2.718757,-0.236942,2792.663793,300.313283,04:00:00,5.44737,-2.33935,4.97386,-58.67413,-9.69831,19.06072,3.12763,-0.97474,70.70766,-7.849171,3.128304,0.503689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.48445,-5.08032,2.34587,50,5.66155,-0.31218,-111.36836,3.17292,-11.94612,19.46058,-38.57292,"MIA_RED","BAL_UNI","McKieFieldStad","TeamExclusive","Team","20241005-McKieFieldStad-Private-1","ce0fed20-834f-11ef-80ce-3540e34c3bdf",74.8328,NA,NA,6.0181,NA,NA,NA,NA,NA,NA,"b4c90017-c7c1-4877-a2f6-05f6428659a8",2024-10-05,19:27:04,2024-10-05 19:27:04.819,2024-10-05 19:27:04.819,NA,"v3",471355,NA,NA,"Novak, David","1000076952","Right","MIA_RED","0d88f9c4-71ac-40ce-aae6-fbdfafee2d5b",55.52884,-112.33032,9.73029,5.45759,5.07963,-19.28646,2.3467,0.27834,-5.97306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"1-2",FALSE,NA,15183.8709677419,NA
"Nick DeMonica","Curveball",110,2024-09-20,16:04:15,5,2,1000121586,"Left","MIA_RED","Amaury Roque Debord, Pablo","1000364962","Left","MIA_RED","Undefined",3,"Bottom",2,1,0,"Curveball","InPlay","Undefined","FlyBall","Out",1,0,NA,76.63907,1.697315,2.287342,2872.987863,302.671001,04:00:00,5.3964,-2.08163,4.9127,-57.42897,-7.31248,14.11331,2.21731,1.25843,69.66779,-8.663764,4.772642,0.509521,73.54012,42.099337,-11.843688,NA,105.86776,73.11829,-29.86654,228.66605,218.04878,-19.440236,4.509605,-6.27788,-3.74709,1.84562,50,5.51389,-5.00055,-110.96377,1.24551,-7.70367,22.78281,-36.77215,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240920-McKieFieldStad-Private-1","83adf530-778b-11ef-974c-1fff098cee3e",73.97627,75.85223,NA,6.97128,NA,NA,NA,1.90332,2.30838,-1.21027,"373d7942-ba83-467c-9c29-7ab426023032",2024-09-20,20:04:15,2024-09-20 20:04:15.689572,2024-09-20 20:04:15.689572,"FlyBall","v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","7f91549c-b146-4a3b-b726-cb2331942c82",55.58698,-112.105,11.39141,5.40537,3.0875,-18.38608,2.08644,-4.61466,-3.85184,160.4534,1.90349,78.32497,-14.93322,3.59796,-0.82433,0.20457,-0.04592,0.00646,-0.00038,2.30932,72.28528,-20.29446,1.51271,-0.05521,-0.0973,0.03637,-0.00551,0.00031,-1.21024,-16.42638,-0.21663,0.08275,-0.01456,-0.00095,0.00119,-0.00023,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low",NA,NA,NA,"1-0",FALSE,FALSE,15183.8709677419,NA
"Nick DeMonica","Curveball",72,2024-10-01,17:09:12,2,5,1000121586,"Left","MIA_RED","Buzzeo, Blake","1000107706","Right","MIA_RED","Undefined",3,"Top",0,2,2,"Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,NA,78.02812,2.314316,0.216795,2429.218113,326.672019,05:00:00,5.48978,-2.21065,4.64632,-56.46633,-7.68563,6.18941,2.98453,-1.48886,70.61546,-7.854718,1.303303,0.502684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94134,-3.95406,2.18249,50,5.67494,-0.69593,-112.9386,2.41667,-3.74457,23.31844,-37.20791,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241001-McKieFieldStad-Private-1","68fbfa50-8039-11ef-a7c2-6d3d7cb8871d",74.98231,NA,NA,7.41265,NA,NA,NA,NA,NA,NA,"691c5d59-1401-437d-afa2-e86a3af87cc6",2024-10-01,21:09:12,2024-10-01 21:09:12.771212,2024-10-01 21:09:12.771212,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","a9c6f3b2-7433-4848-9d49-72b6c1ece605",55.85122,-114.14031,11.65922,5.50099,4.33417,-18.60396,2.21338,-0.50295,-1.87229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"2-2",FALSE,NA,15183.8709677419,NA
"Nick DeMonica","Curveball",290,2024-09-26,17:32:06,4,3,1000121586,"Left","MIA_RED","Novak, David","1000076952","Right","MIA_RED","Undefined",10,"Top",1,0,2,"Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,NA,77.26966,1.779059,-0.841688,2781.023479,289.995355,03:45:00,5.41945,-2.23074,5.38842,-52.56759,-5.24504,18.12761,2.70696,-1.50903,71.49064,-7.766653,2.38513,0.495114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.3406,-2.68973,2.29268,50,5.54103,0.95043,-112.30397,1.70225,-12.00896,19.06172,-35.63217,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240926-McKieFieldStad-Private-1","c7b0f0d0-7c4e-11ef-8ed0-3307dd70d947",76.12877,NA,NA,5.77902,NA,NA,NA,NA,NA,NA,"58732256-dd8d-4be3-93a8-a01e75f36185",2024-09-26,21:32:06,2024-09-26 21:32:06.242703,2024-09-26 21:32:06.242703,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","730e2c67-d60a-42d1-bc07-3f8d88c368fe",55.11358,-113.16858,9.53086,5.42716,3.31848,-17.81608,2.23722,1.49515,-6.00448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-2",FALSE,NA,15183.8709677419,NA
"Nick DeMonica","Curveball",102,2024-09-20,16:00:13,3,2,1000121586,"Left","MIA_RED","Proctor, Keenan","823047","Left","MIA_RED","Undefined",3,"Bottom",1,1,0,"Curveball","StrikeSwinging","Undefined","Undefined","Undefined",0,0,NA,77.22583,-0.689885,2.966549,2954.587157,305.982607,04:15:00,5.40042,-2.25944,4.8377,-58.50609,-8.94422,14.66721,-0.12921,1.77426,70.71345,-11.141706,5.550066,0.506693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.34847,-3.84032,1.95226,50,5.28143,-6.38189,-111.78754,-3.45929,-7.89538,23.37942,-36.95012,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240920-McKieFieldStad-Private-1","f31fe280-778a-11ef-974c-1fff098cee3e",74.38906,NA,NA,6.51238,NA,NA,NA,NA,NA,NA,"373d7942-ba83-467c-9c29-7ab426023032",2024-09-20,20:00:13,2024-09-20 20:00:13.381322,2024-09-20 20:00:13.381322,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","bbf6b9e0-c6bc-40c2-ab2a-8db81eed00b8",55.66291,-112.96568,11.68971,5.40884,-1.59729,-18.47506,2.26384,-5.98403,-3.94769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"1-0",FALSE,NA,15183.8709677419,NA
"Nick DeMonica","Curveball",298,2024-09-26,17:35:22,5,3,1000121586,"Left","MIA_RED","Harrison, Tommy","811731","Left","MIA_RED","Undefined",10,"Top",1,1,1,"Curveball","BallCalled","Undefined","Undefined","Undefined",0,0,NA,76.3101,0.67653,2.086209,2744.954408,307.948525,04:15:00,5.39424,-2.1082,5.36813,-58.72775,-9.8506,14.48072,1.13503,1.05543,70.70932,-9.923498,4.662443,0.503181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.74725,-4.78382,1.91029,50,5.41269,-4.58143,-110.83981,-0.66639,-8.38957,19.90406,-38.12226,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240926-McKieFieldStad-Private-1","3c9a23d0-7c4f-11ef-8ed0-3307dd70d947",74.9083,NA,NA,5.60078,NA,NA,NA,NA,NA,NA,"58732256-dd8d-4be3-93a8-a01e75f36185",2024-09-26,21:35:22,2024-09-26 21:35:22.649027,2024-09-26 21:35:22.649027,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","43a36b51-794a-476b-b7e8-2ee292bec8cb",55.13442,-111.75802,9.95203,5.40286,1.09225,-19.06113,2.11271,-4.1944,-4.19478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"1-1",FALSE,NA,15183.8709677419,NA
"Nick DeMonica","Curveball",211,2024-10-12,13:12:54,2,1,1000121586,"Left","MIA_RED","Rasmussen, Jamie","10272616","Right","MIA_RED","Undefined",8,"Top",0,0,0,"Curveball","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,77.7866,1.464269,0.762057,2587.791414,297.726897,04:00:00,5.51566,-2.45895,4.46681,-57.88582,-8.32016,19.22599,2.08821,-0.13025,70.4553,-8.905163,4.127346,0.506713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.0654,-3.99689,2.35884,50,5.61402,-2.33823,-112.58397,0.64397,-11.41591,24.03494,-37.20729,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241012-McKieFieldStad-Private-1","38ea2440-88bd-11ef-9d91-393a1027a5db",74.38621,NA,NA,7.3313,NA,NA,NA,NA,NA,NA,"effb23b4-eaa2-443c-8dba-c573d4b8f28c",2024-10-12,17:12:54,2024-10-12 17:12:54.87326,2024-10-12 17:12:54.87326,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","f4c8887b-2143-4968-9f18-c3836422a671",56.03197,-113.86442,12.01747,5.52691,2.62617,-18.60365,2.46721,-1.73005,-5.70796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-0",FALSE,NA,15183.8709677419,NA
