"Pitcher","TaggedPitchType","PitchNo","Date","Time","PAofInning","PitchofPA","PitcherId","PitcherThrows","PitcherTeam","Batter","BatterId","BatterSide","BatterTeam","PitcherSet","Inning","Top/Bottom","Outs","Balls","Strikes","AutoPitchType","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","Notes","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","GameID","PitchUID","EffectiveVelo","MaxHeight","MeasuredDuration","SpeedDrop","PitchLastMeasuredX","PitchLastMeasuredY","PitchLastMeasuredZ","ContactPositionX","ContactPositionY","ContactPositionZ","GameUID","UTCDate","UTCTime","LocalDateTime","UTCDateTime","AutoHitType","System","HomeTeamForeignID","AwayTeamForeignID","GameForeignID","Catcher","CatcherId","CatcherThrows","CatcherTeam","PlayID","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence","Counts","Barrel","HardHit","secTilt","AveTilt"
"Cooper Katskee","Fastball",144,2024-10-12,12:31:41,1,2,811683,"Right","MIA_RED","Vogele, Jack","1000138493","Right","MIA_RED","Undefined",6,"Top",0,0,1,"Four-Seam","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,89.52854,-2.353865,-3.498534,2394.009275,214.763197,01:15:00,6.02519,1.62287,5.79938,-16.71595,18.67647,12.10213,2.4376,-0.62658,81.13478,-5.544679,-1.335403,0.42818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.18209,10.57402,-1.34225,50,5.82148,7.39149,-129.59869,-5.81768,-12.11866,29.07857,-14.33207,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241012-McKieFieldStad-Private-1","7699d340-88b7-11ef-9d91-393a1027a5db",88.02937,NA,NA,8.39376,NA,NA,NA,NA,NA,NA,"effb23b4-eaa2-443c-8dba-c573d4b8f28c",2024-10-12,16:31:41,2024-10-12 16:31:41.593926,2024-10-12 16:31:41.593926,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","e4564081-c86f-4191-ad6c-0d0ad75704cd",54.69585,-130.64807,14.53928,6.0221,-5.30047,-7.16604,-1.61689,7.82883,-6.05933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-1",FALSE,NA,4624.13793103448,NA
"Cooper Katskee","Fastball",147,2024-10-12,12:32:39,2,2,811683,"Right","MIA_RED","Novak, David","1000076952","Right","MIA_RED","Undefined",6,"Top",1,0,1,"Sinker","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,NA,89.88327,-1.444211,-3.135301,2334.821867,226.920419,01:30:00,6.14696,1.2843,5.76237,-19.67084,15.5245,15.26481,3.16126,-0.36464,81.22802,-5.169284,-0.406294,0.426986,75.55487,25.106097,46.333971,4514.187565,68.76587,36.59652,85.85593,238.63137,222.3071,56.938417,3.306934,-8.73792,8.71457,-1.03386,50,6.01548,6.46381,-130.20891,-3.9049,-14.83227,30.21579,-17.38141,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241012-McKieFieldStad-Private-1","99838220-88b7-11ef-9d91-393a1027a5db",88.27555,37.5721,NA,8.65525,NA,NA,NA,0.34858,3.11406,0.66438,"effb23b4-eaa2-443c-8dba-c573d4b8f28c",2024-10-12,16:32:39,2024-10-12 16:32:39.883078,2024-10-12 16:32:39.883078,"LineDrive","v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","2e2ce748-1a42-4e5e-95f9-ac2cfc6c2244",54.73389,-131.30284,15.1079,6.14546,-3.27562,-8.69071,-1.2776,7.0008,-7.41614,NA,0.34905,69.26876,-15.66281,3.61162,-0.72429,0.10182,-0.02353,0.0067,-0.00073,3.11393,47.0202,-17.61298,1.17351,-0.0336,-0.09234,0.05835,-0.01445,0.00128,0.66461,72.5801,-4.36724,-0.13253,0.26141,-0.08855,0.01152,0.00103,-0.00027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Medium",NA,NA,NA,"0-1",FALSE,FALSE,4624.13793103448,NA
"Cooper Katskee","Fastball",35,2024-10-16,15:49:17,3,1,811683,"Right","MIA_RED","Vrlak, Jake","1000131822","Right","MIA_RED","Undefined",2,"Top",2,0,0,"Four-Seam","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,90.33941,-2.325823,-3.875615,2242.48341,221.647385,01:30:00,6.09111,1.60678,5.96994,-18.70513,15.33552,12.72355,2.36994,-0.9315,83.12632,-5.843004,-1.595067,0.419924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.51433,8.78867,-1.30648,50,5.89595,8.33571,-130.97877,-5.90995,-13.15379,25.67754,-16.7896,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241016-McKieFieldStad-Private-1","bad97090-8bf7-11ef-a3ea-2f348c5e2a0f",89.76024,NA,NA,7.21308,NA,NA,NA,NA,NA,NA,"591cbe37-8c65-40e2-81c3-b81ee577d06d",2024-10-16,19:49:17,2024-10-16 19:49:17.199,2024-10-16 19:49:17.199,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","fc1f418b-d18f-4dd9-962c-9443d243cb71",54.52824,-131.86352,12.83877,6.08962,-5.33144,-8.3948,-1.6015,8.78893,-6.57689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-0",FALSE,NA,4624.13793103448,NA
"Cooper Katskee","Fastball",129,2024-10-12,12:19:25,4,1,811683,"Right","MIA_RED","Gorski, Justin","1000092396","Left","MIA_RED","Undefined",5,"Top",1,0,0,"Sinker","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,90.12609,-2.036738,-3.611526,2275.990185,224.825582,01:30:00,6.14495,1.69361,5.81671,-18.61426,17.10143,15.50119,2.69549,-0.37699,79.82693,-5.619665,-0.839411,0.430131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.15642,9.86331,-1.40655,50,5.96719,7.50949,-130.14868,-5.17773,-15.20621,35.39714,-15.7939,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241012-McKieFieldStad-Private-1","bfff6a60-88b5-11ef-9d91-393a1027a5db",87.63012,NA,NA,10.29916,NA,NA,NA,NA,NA,NA,"effb23b4-eaa2-443c-8dba-c573d4b8f28c",2024-10-12,16:19:25,2024-10-12 16:19:25.437305,2024-10-12 16:19:25.437305,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","7692ac3b-eb72-4260-ba0f-c5fa33ddac06",54.67465,-131.41391,17.69857,6.14217,-4.61319,-7.89695,-1.68468,8.05302,-7.6031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-0",FALSE,NA,4624.13793103448,NA
"Cooper Katskee","Fastball",37,2024-10-16,15:50:23,4,1,811683,"Right","MIA_RED","Gorski, Justin","1000092396","Left","MIA_RED","Undefined",2,"Top",2,0,0,"Four-Seam","BallCalled","Undefined","Undefined","Undefined",0,0,NA,91.35648,-0.545899,-0.85506,2260.536783,220.693855,01:15:00,6.07236,1.87506,5.69775,-16.27906,17.68721,14.21517,4.207,2.26281,82.73772,-3.654357,1.686947,0.419465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.43989,9.47406,-1.81212,50,6.01657,1.33427,-132.56365,-1.75316,-13.12625,30.59072,-15.45887,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241016-McKieFieldStad-Private-1","e26641b0-8bf7-11ef-a3ea-2f348c5e2a0f",89.8584,NA,NA,8.61876,NA,NA,NA,NA,NA,NA,"591cbe37-8c65-40e2-81c3-b81ee577d06d",2024-10-16,19:50:23,2024-10-16 19:50:23.787,2024-10-16 19:50:23.787,NA,"v3",471355,471355,NA,"Novak, David","1000076952","Right","MIA_RED","0e51d6c3-8806-4789-ae53-31da30d5e0bd",54.79783,-133.66622,15.29536,6.06972,-1.19598,-7.72944,-1.86873,1.80738,-6.56313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-0",FALSE,NA,4624.13793103448,NA
"Cooper Katskee","Fastball",131,2024-10-12,12:20:48,5,1,811683,"Right","MIA_RED","Rasmussen, Jamie","10272616","Right","MIA_RED","Undefined",5,"Top",2,0,0,"Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,NA,90.48711,-3.459419,-3.730995,2220.435083,229.958884,01:45:00,6.14127,1.52601,5.73474,-19.45517,15.91052,17.24056,1.2878,-0.51652,80.86508,-7.154963,-0.651457,0.428019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.03812,9.69587,-1.22553,50,5.8407,7.74324,-130.61629,-8.51611,-16.91538,33.81205,-15.83536,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241012-McKieFieldStad-Private-1","f1412050-88b5-11ef-9d91-393a1027a5db",88.06264,NA,NA,9.62203,NA,NA,NA,NA,NA,NA,"effb23b4-eaa2-443c-8dba-c573d4b8f28c",2024-10-12,16:20:48,2024-10-12 16:20:48.317152,2024-10-12 16:20:48.317152,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","adc5ffd8-2c1f-4cee-b022-7bbb930d6eac",54.75951,-131.8426,16.90603,6.13915,-7.94179,-7.91768,-1.5175,8.35673,-8.45769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-0",FALSE,NA,4624.13793103448,NA
"Cooper Katskee","Fastball",134,2024-10-12,12:22:15,5,4,811683,"Right","MIA_RED","Rasmussen, Jamie","10272616","Right","MIA_RED","Undefined",5,"Top",2,2,1,"Four-Seam","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,90.40219,-1.187869,-1.94655,2285.69129,220.286984,01:15:00,6.11252,1.63272,5.7615,-17.503,17.65556,13.80268,3.54755,0.97052,80.71771,-4.553054,0.523704,0.426763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.61552,9.74969,-1.47958,50,6.00373,3.81704,-130.88049,-3.22353,-12.90178,33.62268,-15.6567,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241012-McKieFieldStad-Private-1","25708050-88b6-11ef-9d91-393a1027a5db",88.32165,NA,NA,9.68448,NA,NA,NA,NA,NA,NA,"effb23b4-eaa2-443c-8dba-c573d4b8f28c",2024-10-12,16:22:15,2024-10-12 16:22:15.82471,2024-10-12 16:22:15.82471,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","8db3ce98-7d70-46f2-8012-09bba5b8f555",54.73073,-132.09021,16.81134,6.10958,-2.66022,-7.82835,-1.62527,4.28124,-6.45089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"2-1",FALSE,NA,4624.13793103448,NA
"Cooper Katskee","Fastball",39,2024-09-19,15:46:55,1,1,811683,"Right","MIA_RED","Vrlak, Jake","1000131822","Right","MIA_RED","Undefined",2,"Top",0,0,0,"Four-Seam","StrikeSwinging","Undefined","Undefined","Undefined",0,0,NA,89.45638,-3.437436,-3.479051,2280.727073,214.711847,01:15:00,6.09124,1.53764,5.26212,-19.23627,16.97717,10.88253,1.24906,-0.82792,81.28364,-7.029937,-1.552555,0.433118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.49469,9.89221,-1.22731,50,5.76206,7.36551,-129.29524,-8.43137,-10.91827,28.69623,-15.54421,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240919-McKieFieldStad-Private-1","ed012100-76bf-11ef-b8a4-1be5603af89a",87.02577,NA,NA,8.17274,NA,NA,NA,NA,NA,NA,"9137dc96-ecd9-4e20-abf5-752b60e2067e",2024-09-19,19:46:55,2024-09-19 19:46:55,2024-09-19 19:46:55,NA,"v3",471355,471355,NA,"Harrison, Tommy","811731","Right","MIA_RED","d9bd35af-2535-4e5a-969b-79cb75d8ddfb",55.23458,-130.45184,14.34811,6.08927,-7.80486,-7.7721,-1.53305,7.80557,-5.45914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-0",FALSE,NA,4624.13793103448,NA
"Cooper Katskee","Fastball",124,2024-10-12,12:16:39,2,3,811683,"Right","MIA_RED","Vrlak, Jake","1000131822","Right","MIA_RED","Undefined",5,"Top",0,1,1,"Four-Seam","InPlay","Undefined","FlyBall","Out",1,1,NA,89.35228,-2.083149,-3.258327,2264.165393,208.940031,01:00:00,6.05564,1.74618,5.77328,-16.73564,19.30332,9.89296,2.71857,-0.46467,79.88134,-5.309519,-1.49054,0.432073,89.33362,41.243424,13.246982,4216.477582,NA,NA,NA,NA,84.78266,NA,NA,-6.15611,10.94209,-1.48282,50,5.87351,6.92211,-129.20863,-5.17627,-10.16969,32.64683,-14.09811,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20241012-McKieFieldStad-Private-1","5cc0c4d0-88b5-11ef-9d91-393a1027a5db",87.2362,69.05068,NA,9.47094,NA,NA,NA,0.59427,2.3722,0.36983,"effb23b4-eaa2-443c-8dba-c573d4b8f28c",2024-10-12,16:16:39,2024-10-12 16:16:39.070329,2024-10-12 16:16:39.070329,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","110fbf6a-4710-4245-a36a-052e24573266",54.7208,-130.39597,16.32341,6.05244,-4.66353,-7.04906,-1.74129,7.29197,-5.08485,203.177418,0.59427,95.89636,-23.48528,7.23606,-1.84185,0.43434,-0.09113,0.0126,-0.00035,2.3722,86.37779,-22.95147,1.48353,0.08541,-0.12766,0.05098,-0.01405,0.00216,0.36983,22.57527,0.58999,-0.79764,0.33071,-0.10684,0.03025,-0.00693,0.00091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low",NA,NA,NA,"1-1",FALSE,FALSE,4624.13793103448,NA
"Cooper Katskee","Fastball",7,2024-09-19,15:27:11,2,4,811683,"Right","MIA_RED","Baker, Dillon","1000034148","Right","MIA_RED","Undefined",1,"Top",0,2,1,"Sinker","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,NA,90.72991,-2.910645,-3.037022,2308.700671,224.49719,01:30:00,5.99731,1.85195,5.3881,-17.75532,17.14761,15.67339,1.7835,0.30893,82.50374,-6.248232,-0.253674,0.425209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.79004,9.82819,-1.592,50,5.72471,6.2554,-131.33096,-7.27501,-15.27058,29.19103,-15.0999,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240919-McKieFieldStad-Private-1","2ba75da0-76bd-11ef-b8a4-1be5603af89a",88.64453,NA,NA,8.22618,NA,NA,NA,NA,NA,NA,"9137dc96-ecd9-4e20-abf5-752b60e2067e",2024-09-19,19:27:11,2024-09-19 19:27:11,2024-09-19 19:27:11,NA,"v3",471355,471355,NA,"Harrison, Tommy","811731","Right","MIA_RED","45ce2c3e-d035-4ef5-9c16-73f598c8dbd1",55.1095,-132.46179,14.59552,5.99521,-6.69006,-7.54995,-1.84579,6.84697,-7.63529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"2-1",FALSE,NA,4624.13793103448,NA
"Cooper Katskee","Fastball",46,2024-09-19,15:50:00,2,2,811683,"Right","MIA_RED","Proctor, Keenan","823047","Left","MIA_RED","Undefined",2,"Top",1,1,0,"Four-Seam","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,NA,90.26706,-1.542456,-3.816309,2287.180336,211.411442,01:00:00,6.0389,1.55561,5.37097,-16.39918,18.98387,10.83859,3.22261,-1.12448,81.69619,-4.657429,-1.896143,0.428123,69.61335,17.344135,-176.70989,1410.400997,NA,NA,NA,NA,37.44181,NA,NA,-6.62886,10.37367,-1.22123,50,5.88934,8.22379,-130.62073,-4.04459,-11.35612,29.67685,-14.40257,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240919-McKieFieldStad-Private-1","5b572190-76c0-11ef-b8a4-1be5603af89a",88.04107,12.80929,NA,8.57087,NA,NA,NA,2.74056,3.33417,1.01809,"9137dc96-ecd9-4e20-abf5-752b60e2067e",2024-09-19,19:50:00,2024-09-19 19:50:00,2024-09-19 19:50:00,NA,"v3",471355,471355,NA,"Harrison, Tommy","811731","Right","MIA_RED","4342eca2-0a45-43cb-8fe3-cb8802f24249",55.12616,-131.78024,14.83843,6.03637,-3.48186,-7.20128,-1.55121,8.66748,-5.67806,281.682883,2.7367,-97.17651,8.82411,NA,NA,NA,NA,NA,NA,3.33953,30.27021,-19.17176,NA,NA,NA,NA,NA,NA,1.02208,-5.71784,-4.12614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","Low",NA,NA,NA,"1-0",FALSE,FALSE,4624.13793103448,NA
"Cooper Katskee","Fastball",211,2024-09-26,16:40:35,4,3,811683,"Right","MIA_RED","Zarlingo, Anthony","1000113533","Left","MIA_RED","Undefined",7,"Top",1,1,1,"Sinker","BallCalled","Undefined","Undefined","Undefined",0,0,NA,89.51553,-1.192168,-1.065429,2261.086658,223.339426,01:30:00,6.05917,1.98239,5.52324,-19.4854,15.8178,13.87867,3.32048,2.14276,81.89816,-4.843711,1.408848,0.42764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.28693,8.64863,-1.89918,50,5.94265,1.79845,-129.96314,-3.34825,-12.47772,26.93615,-17.36461,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240926-McKieFieldStad-Private-1","94f2ff50-7c47-11ef-8ed0-3307dd70d947",88.14057,NA,NA,7.61737,NA,NA,NA,NA,NA,NA,"58732256-dd8d-4be3-93a8-a01e75f36185",2024-09-26,20:40:35,2024-09-26 20:40:35.026575,2024-09-26 20:40:35.026575,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","ba2acca9-11d1-4edf-a804-59257fb22f9e",54.97399,-130.99,13.46808,6.05768,-2.68629,-8.68231,-1.97681,2.27412,-6.23886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"1-1",FALSE,NA,4624.13793103448,NA
"Cooper Katskee","Fastball",213,2024-09-26,16:41:23,4,5,811683,"Right","MIA_RED","Zarlingo, Anthony","1000113533","Left","MIA_RED","Undefined",7,"Top",1,3,1,"Four-Seam","InPlay","Undefined","GroundBall","Out",2,0,NA,90.89459,-3.233525,-2.576825,2364.947847,217.600229,01:15:00,6.09662,1.84391,5.43653,-17.01214,17.55741,12.64308,1.64475,0.4829,83.02562,-6.42861,-0.328538,0.423173,84.40552,-2.657376,7.077228,NA,NA,NA,NA,22.44023,22.44023,4.888266,0.168153,-7.13697,10.11119,-1.625,50,5.79861,5.36016,-131.65029,-8.00479,-12.50908,28.29208,-14.45203,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240926-McKieFieldStad-Private-1","b2390be0-7c47-11ef-8ed0-3307dd70d947",89.07094,1.52539,NA,7.86897,NA,NA,NA,2.14678,1.52539,-0.54755,"58732256-dd8d-4be3-93a8-a01e75f36185",2024-09-26,20:41:23,2024-09-26 20:41:23.912745,2024-09-26 20:41:23.912745,"GroundBall","v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","068f7821-552d-40d6-9afd-656e3044fde0",55.06186,-132.73365,14.14604,6.09453,-7.4514,-7.22602,-1.83942,5.83915,-6.25454,20.634296,2.14716,122.6889,-14.83304,NA,NA,NA,NA,NA,NA,1.52588,-5.77771,-19.62186,NA,NA,NA,NA,NA,NA,-0.54741,15.22534,-3.56157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High",NA,NA,NA,"3-1",FALSE,FALSE,4624.13793103448,NA
"Cooper Katskee","Fastball",48,2024-09-19,15:50:42,2,4,811683,"Right","MIA_RED","Proctor, Keenan","823047","Left","MIA_RED","Undefined",2,"Top",1,1,2,"Sinker","FoulBallNotFieldable","Undefined","Undefined","Undefined",0,0,NA,89.29882,-0.935609,-2.142222,2181.053288,233.079147,01:45:00,6.05005,1.6867,5.3346,-23.18517,12.93965,15.54891,3.23949,0.9717,80.86766,-5.256582,0.618979,0.432588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.51524,7.14071,-1.50515,50,5.94931,4.14631,-129.43836,-2.93224,-14.3006,29.56452,-20.18183,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240919-McKieFieldStad-Private-1","7451efe0-76c0-11ef-b8a4-1be5603af89a",87.13248,NA,NA,8.43116,NA,NA,NA,NA,NA,NA,"9137dc96-ecd9-4e20-abf5-752b60e2067e",2024-09-19,19:50:42,2024-09-19 19:50:42,2024-09-19 19:50:42,NA,"v3",471355,471355,NA,"Harrison, Tommy","811731","Right","MIA_RED","e1a65823-019d-48e9-9d9b-e6cfd3527bcb",55.16315,-130.61233,14.78226,6.04983,-2.13085,-10.09092,-1.68107,4.71416,-7.1503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"1-2",FALSE,NA,4624.13793103448,NA
"Cooper Katskee","Fastball",199,2024-09-26,16:34:50,1,1,811683,"Right","MIA_RED","Gonzalez Rivera, Ignacio","10124440","Right","MIA_RED","Undefined",7,"Top",0,0,0,"Four-Seam","BallCalled","Undefined","Undefined","Undefined",0,0,NA,91.23921,-1.446244,-4.188383,2449.711755,215.850578,01:15:00,6.05764,1.82476,5.42233,-15.09954,19.27926,13.10843,3.4408,-1.01295,83.00519,-4.318434,-1.865328,0.422004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.75422,10.4276,-1.46187,50,5.91885,9.06536,-132.05926,-3.80885,-13.67477,28.48274,-13.78473,"MIA_RED","MIA_RED","McKieFieldStad","TeamExclusive","Team","20240926-McKieFieldStad-Private-1","c77a9830-7c46-11ef-8ed0-3307dd70d947",89.3177,NA,NA,8.23402,NA,NA,NA,NA,NA,NA,"58732256-dd8d-4be3-93a8-a01e75f36185",2024-09-26,20:34:50,2024-09-26 20:34:50.073231,2024-09-26 20:34:50.073231,NA,"v3",471355,471355,NA,"Raether, Carson","1000338521","Right","MIA_RED","b8435f66-06e8-4276-a45d-ebb3d9a55263",55.07438,-133.14921,14.24137,6.05451,-3.28135,-6.89237,-1.81879,9.58866,-6.83738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA,NA,"0-0",FALSE,NA,4624.13793103448,NA
